0,10,4.272052347265021e-06,0.9103043440056618,0.8833440572023392,3.0752546449908102e-06
1,100,6.228249943562858e-08,0.8532000390010152,0.8403698124192857,3.4184583129481805e-08
2,0.5,0.00010150300076444685,0.9075140945834291,0.9136091493580439,4.887526186547753e-07
3,5,2.3208995869605786e-07,0.8727377788879158,0.868171375874337,8.268015004170293e-07
4,1000,0.0,0.8778810008431515,0.8426115706727649,0.0
5,1000,7.766634745054457e-09,0.8592057380321864,0.8658766471235239,3.4364213627458007e-09
6,0.5,1.3043685700986352e-06,0.8592871655483504,0.8538373702263767,1.5263905517107212e-06
7,0.5,2.7579440322611504e-05,0.8472398095375123,0.8934549894687291,1.5961686854540358e-06
8,1000,0.0,0.8797877943999058,0.8969074389436743,0.0
9,100,3.7717180596807953e-07,0.9189739729653852,0.9483411442283746,1.2826640918839338e-07
10,1000,8.489186853477548e-10,0.9087876033268849,0.932325254564416,1.0989466420197047e-09
11,10,3.323797059806566e-08,0.9002473776404922,0.9138971462476352,1.2076133450167337e-07
12,10,5.428124014716929e-07,0.9011905102871944,0.9106806913476106,2.1129032630462508e-07
13,1,0.008874071508871262,0.9086632254961374,0.9004895694024576,0.00986890674910984
14,0.001,0.026231274266405646,0.8702693316582087,0.8632716106680723,0.03262525182580395
15,0.001,0.0037281297360869103,0.9181492260801114,0.9320299271188799,0.007034924921839963
16,10,3.8844055263859145e-06,0.8356952229439409,0.87735224878788,4.0732429013867755e-06
17,5,5.5817685364750735e-06,0.8647489194278768,0.8502588310639063,1.0153663151754588e-05
18,1,2.5737122716015803e-06,0.8621615559424994,0.8668849864006043,3.6571472690899443e-06
19,1,2.794900178917925e-06,0.8513464614387471,0.8713242421944936,6.131516118765279e-06
20,10,2.7574679527936352e-06,0.8569429209129509,0.8605358997186024,4.027067632750292e-06
21,1,0.0043098839533740885,0.8488038497151069,0.845320405960083,0.004077953587370994
22,1,1.8790113532479724e-07,0.853982542724301,0.8726836671829223,1.2035156800177527e-05
23,10,3.202141509797696e-07,0.8743745672574261,0.8385982513427734,4.1590704711463866e-07
24,5,2.679546974511393e-05,0.8407466277439961,0.8423764730294545,3.1935600632818084e-05
25,1,1.5741348726137916e-05,0.858601010552635,0.8591557253996531,3.321760361766485e-05
26,0.001,9.787364547306221e-06,0.8598318070253593,0.8587847327391307,2.506194773627124e-06
27,5,1.0203643872608303e-06,0.8548795747146453,0.8572401220798492,1.8875762855530276e-07
28,5,1.1478306639639557e-05,0.8502487226959188,0.863123750448227,8.778018652816355e-06
29,0.5,0.006531253602477985,0.8477902659830058,0.8449030887285869,0.006513539079018263
30,0.5,0.049160168369231816,0.7751866230424845,0.7666257604757944,0.051368542491017216
31,0.5,0.040023370174315176,0.8085110205203053,0.7940473538239797,0.033909218310468725
